'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
NEWAYGO_CONOVER_MNGM_0003_1.csv,"1. 1949 fall planting (Private Hatchery  2,000 adult rainbow trout  2,000 adult brook trout  5,000 fingerling brook trout  2,3. No efforts made in 1950 to  reduce norther pike. ",Fish) ,1
HOUGHTON_GOOSENECK_MNGM_0002_1.csv,1. 250 legal brook trout planted in  1960; 500 legals planted in 1961;  275 in 1962; 600 in 1963; 100 in  1964. ,2/65 ,1
WASHTENAW_MUD_MNGM_0001_1.csv,"1. Lake inventoried 7/36. Panfish  forage fish present  Stocking: bgills 1940-43; 1. m. bass  Lake mapped 2/44 by IFR  Water analyzed through ice for  oxygen deficiencies 1952, 55, 56,57,  59, 60, 64. ",1936 ,0
GRANDTRAVERSE_SANDLAKE4_MNGM_0002_1.csv,2. 513 fing. largemouth bass and  730 sub-legal bluegill planted  fall of 1957. ,10/58 ,1
OAKLAND_FOLEY_MNGM_0001_1.csv,3. Stocked accordingly 1966 - ,10/66 ,0
OAKLAND_FOLEY_MNGM_0001_1.csv,6. Stocked annually with brown trout.  SM bass planted 2 years are  reproducing successfully. ,1970 ,0
CALHOUN_LANE_MNGM_0001_1.csv,"1. Stocking: bluegills 1939, 43-45; 1.  P.A.S. purchased 8/15/46  P. A.S. developed. ",s1945. ,0
MISSAUKEE_DYER_MNGM_0002_1.csv,5. LM bass fingerlings & adults plus  adult bluegills stocked 1970. ,3/79 ,1
CALHOUN_LOWERBRACE_MNGM_0003_1.csv,"1. Stocking: bluegills 1937-40; 42-45;  1939, 43-45 ",bass ,0
CALHOUN_LOWERBRACE_MNGM_0003_1.csv,"4. 2, 500 fing. n. pike stocked 6/17/60 ",7/60 ,1
BENZIE_GRASS_MNGM_0001_1.csv," September, 1965.  No. 2. 50 LMB, 7.9 average, planted  11/12/65. ",9/65 ,1
BENZIE_GRASS_MNGM_0001_1.csv,"2. 30,000 1. average, 1. m. bass  planted 6/66 ",11/65 ,1
IRON_HANNAHWEBB_MNGM_0001_1.csv,"4. Rainbow trout planted - 5000  (6) 1945; 5000 (5) 1946; 5000 (7)  1947; 5000 (7) 1948; 5000 (F) 1949;  2500 S-L 1950; 2000 S-L 1951; 2000  S-L 1952; 2000 S-L 1953; 3000 L  1954. 3000 legal planted in fall  of 1955, 1956, 1957, 1958, 1959. ",11/59 ,1
IRON_HANNAHWEBB_MNGM_0001_1.csv,7. No stocking done in 1960. ,11/60 ,1
IRON_CAMP_MNGM_0001_2.csv,"8. Done. 10,000 splake planted 1 Nov.  1969, rainbows to be planted spring  1970. ",2/70 ,1
IRON_CAMP_MNGM_0001_2.csv,"10. Cont. Planted as follows: 1975-  5,000 FF rainbows; 7,500 Y steelhead  1976-10,000 FF rainbows ",2/79 ,0
IRON_CAMP_MNGM_0001_2.csv,"11. Cont. Planted as follows: 1977-DS  8,250 SF largemouth bass; 10,000  rainbows, 1978-9,250 F LM bass. ",2/79 ,0
IRON_SUNSET_MNGM_0001_2.csv,"8. Cont. 500,000 W.E. fry planted  1977. 500,000 W.E. fry planted 1978.  change 700,000 to 500,000. ",1/78 ,1
IRON_SUNSET_MNGM_0001_2.csv,"8. Continued. 200,000 walleye fry  planted 1979. ",2/79 ,1
IRON_SUNSET_MNGM_0001_2.csv,"8.Con't. 490,000 walleye fry  planted 1980. ",4/80 ,1
IRON_SUNSET_MNGM_0001_2.csv,9. Suspend walleye stocking until  needed. ,2/81 ,1
DELTA_GOOSENECK_MNGM_0001_2.csv,"10. Rainbow trout planted in '67,  '69 ",9/69 ,1
DELTA_GOOSENECK_MNGM_0001_2.csv,21. Fingerlings planted 1983. ,1/82 ,1
KALAMAZOO_PAWPAW_MNGM_0003_1.csv,2. Planting up to date. Results  good. ,1950 ,0
PRESQUE_ESAU_MNGM_0001_1.csv,9. Planting started in fall 1962 ,,0
MARQUETTE_PERCH_MNGM_0001_1.csv,9. Rainbows and steelhead stocked  75-80. ,7/73 ,1
IRON_DEADMANS_MNGM_0003_2.csv,8. 500 legal brown trout stocked 1960  and 500 1961. ,1/11/62 ,1
IRON_DEADMANS_MNGM_0003_2.csv,"10. No trout stocked fall, 1964 ",12/68 ,1
IRON_DEADMANS_MNGM_0003_2.csv,11. Treated with antimycin. Believed  successful. (Stocked with brook  fall 1971). ,2/79 ,0
IRON_DEADMANS_MNGM_0003_2.csv,"11. Cont. Planted as follows: 1971-  1,500 A brooks; 1972-1,000 F brooks;  1973-800 F brooks; 1974-8F brooks;  1,000 Y browns ",,0
OTSEGO_LOST_MNGM_0001_1.csv,"2. Brook trout fingerlings, 3,000  to 6,000 pannted 1933-'36, and  1938. Planted brook trout, 200  (yr.) and 200 (A), 1941; 250 (yr.  1942. No other species planted.  Revised. ",,0
OTSEGO_LOST_MNGM_0001_1.csv,3. No fish planted in 1943 ,,1
OTSEGO_LOST_MNGM_0001_1.csv,4. Planted brook trout 250 (yr.) ,,0
OTSEGO_LOST_MNGM_0001_1.csv,"6. Planted brook trout: 1946  2,300 (7); 1947 - 2,300 (8) ",,0
OTSEGO_LOST_MNGM_0001_1.csv,9. Not planted in 1951. Lake toxic. ,,1
HILLSDALE_HEMLOCK_MNGM_0001_1.csv,"1. General surveys conducted 1927,  1939. Panfish predominate. Stocking:  1937-45; 1. m. bass 1938-45; perch  public ascess site purchased  access site developed. Lake mapped ",and ,0
HILLSDALE_HEMLOCK_MNGM_0001_1.csv,"3. Rainbow trout stocked 1955-57,  59-65 ",1938-39. ,1
HILLSDALE_HEMLOCK_MNGM_0001_1.csv,9. Trout stocking discontinued 1970. ,1956 ,1
HILLSDALE_HEMLOCK_MNGM_0001_1.csv,"10. 14,070 coho smolts stocked, 1974:  coho smolts stocked 1975; 15,844 coho  stocked 1976. ",11/65 ,1
GOGEBIC_BEATONS_MNGM_0001_1.csv,6. Planting of warmwater species  discontinued 1942. ,1/48 ,0
GOGEBIC_BEATONS_MNGM_0001_1.csv,7. No record of landlocked salmon  stocking after 1941. ,- ,1
GOGEBIC_BEATONS_MNGM_0001_1.csv,"10. 2, 200 SL lake trout and 10, 000  fing, rainbows planted in 1951; 10,  fing. rainbows planted annually 1952  thru 1955. No plants made in 1956. ",- ,1
GOGEBIC_BEATONS_MNGM_0001_1.csv,"11. 2, 000 legal rainbows planted in  4,000 in 1958; 2, 000 planted  1959 thru 1961. No plants made  1962. ",,1
DICKINSON_EDEY_MNGM_0001_1.csv,8. Done. Walleye fry planted  in 1972. No evidence of sur-  vival found in 1974.  8a. L.M. bass planted in 1975  not available in 1976. 1976  survey showed no evidence of  1975 L.M. bass plant. ,12/76 ,1
CRAWFORD_HOWE_MNGM_0003_1.csv,1. No fish stocked since 1943. ,12/14/55 ,1
CRAWFORD_HOWE_MNGM_0003_1.csv,4. Plantings completed. ,3/55 ,0
CRAWFORD_HOWE_MNGM_0003_1.csv,6. Rainbow trout used for hooking  expt. at Grayling Hatchery stocked  in this lake in 1955. Number some-  what in excess of the usual 600. ,11/16/ ,1
CRAWFORD_HOWE_MNGM_0003_1.csv,8. Planted 2800 rainbow trout fry. ,3/14/60 ,0
CRAWFORD_HOWE_MNGM_0003_1.csv,13. Done-fall 1966 and subsequently  planted and managed for rainbow ,2/69 ,1
OGEMAW_TEAL_MNGM_0003_1.csv, from North L. planted - - none of  these marked pike were caught by  anglers. ,53-55 ,1
OGEMAW_TEAL_MNGM_0003_1.csv,"2. 200 redear sunfish (1. 5"" - 1. 9"")  planted - - -winterkill the following  winter probably eliminated them. ",55-'56 ,1
MACKINAC_REXTON_MNGM_0003_1.csv,"2. 109 (18"") n. pike stocked ",1958.0,1
CLARE_ARNOLD_MNGM_0003_1.csv,3. Rainbow program to date promising;  planted trout making good growth  Predation by pike has been noted ,1957 ,1
CLARE_ARNOLD_MNGM_0003_1.csv,"6. Planting program discontinued, ",9-53 ,0
CLARE_ARNOLD_MNGM_0003_1.csv,"11.4, 000 rainbow planted fall 1964 ",2/63 ,1
CLARE_ARNOLD_MNGM_0003_1.csv,11. Very little returns from planting ,9/65 ,1
GRANDTRAVERSE_TWINNORTH_MNGM_0003_1.csv,2.No planting made in 1948. ,8/50 ,1
GRANDTRAVERSE_TWINNORTH_MNGM_0003_1.csv,6.U.S.F.W.S. planted 650 legal  rainbow spring 1954. ,3/55 ,1
GRANDTRAVERSE_TWINNORTH_MNGM_0003_1.csv,"13. 2, 000 SL rainbows planted 1964 ",6/62 ,1
WASHTENAW_HALFMOON_MNGM_0001_1.csv,"1. Stocking: bluegills 1937-41; 1. m.  Perch 1937, 39; walleyes 1937-38.  Biol. inventory conducted 8/42.  Panfish, cisco, n. pike common.  Lake mapped by IFR 1/42  Rainbow trout stocked 1943,44.  Gill net survey conducted 12/48.  Took ciscoes and n. pike.  P. A.S. purchased 6/25/40  P. A. S. developed. ",937-42; ,0
WASHTENAW_HALFMOON_MNGM_0001_1.csv,3. Stocking of rainbow trout cont. ,1942 ,0
WASHTENAW_HALFMOON_MNGM_0001_1.csv,6. Stocked fall fing. rainbow trout  Sept. 1965. ,1966 ,0
WASHTENAW_HALFMOON_MNGM_0001_1.csv,7. Trout stocking discontinued 4/70 ,1966 ,1
BARRY_BARLOW_MNGM_0003_1.csv,"1. 1,000 legal-size rainbows  planted 11/19/51 ",1954 ,1
BARRY_BARLOW_MNGM_0003_1.csv,3. Discontinue stocking for the  present ,,1
MASON_NORDHOUSE_MNGM_0001_1.csv,"1. 75,000 fry stocked 5/71 with  good growth and survival.  Transplanted to Hamlin Lake in  August to prevent summerkill.  NOTE: The extremely dry summer caused  to almost dry up--it has the potential  provide several thousand walleye  annually with a minimum of time and ",lake ,1
LEELANAU_CEDAR_MNGM_0003_1.csv,"1. 1954: 5,000 brown trout planted  8 to 8.5"". ",5/55 ,1
MARQUETTE_SECTION28_MNGM_0003_1.csv,2. Planted as per (2 across in 1950.  Planted as per (3) across in  1951 and 52. ,1952 ,0
MARQUETTE_SECTION28_MNGM_0003_1.csv,3. Brook trout planted annually  through 1965 ,12/65 ,1
MARQUETTE_SECTION28_MNGM_0003_1.csv,7. Done thru 1968. Stocking policy  by staff in 1967 ,7/68 ,0
KALKASKA_MANISTEE_MNGM_0003_1.csv,2. Shocker surveys indicate no sur-  vival from 3 yrs. of planting walleye  fry. Adult walleye becoming scarce. ,3/79 ,1
MENOMINEE_BAKER_MNGM_0001_1.csv,1. No fish planted 1939-41. ,12/60 ,1
LAPEER_FORD_MNGM_0002_1.csv,2. Restocked as below:  300 L.M. bass frige. planted. Fish  1430 e-legal bluegills il  25 IN base e-legal if If ,9-27-57 ,0
LAPEER_MIDDLE_MNGM_0001_1.csv,2. Restocked as recorded. Fish ,11/71 ,0
CASS_HEMLOCK_MNGM_0003_1.csv,2. No warm water species stocked  1941 ,4/71 ,1
CASS_HEMLOCK_MNGM_0003_1.csv,"4. 1,000 legal sized rainbows stocked  in 1950, 1951, 1952, 1953. ",1/72 ,1
CASS_HEMLOCK_MNGM_0003_1.csv,8. Yearling trout planted 1967.  No plants 1967-70. ,,1
WASHTENAW_PORTAGELITTLE_MNGM_0001_1.csv,"1. Stocking: bluegills 1938-42; 1. m.  Lake mapped by IFR Feb. 1939.  Lake inventoried 9/41. Gill netting,  angling common sense seine revealed  a small panfish population.  Rainbow trout planted 1942, 43, 44 ",1938-42 ,0
WASHTENAW_PORTAGELITTLE_MNGM_0001_1.csv,"4. Rainbow trout planted 1955, 56,  58-65. ",1941 ,1
WASHTENAW_PORTAGELITTLE_MNGM_0001_1.csv,6. Trout stocking program discontinued  January 1967. ,7/66 ,1
GOGEBIC_ALBINO_MNGM_0003_1.csv,"3. 48 adult n. pike planted 1954,  34 adult n. pike planted 1955. ",12-55 ,1
GOGEBIC_ALBINO_MNGM_0003_1.csv,3. (Add) 50 SL pike planted in 1964 ,2/65 ,1
MONTCALM_SOUTHWEST_MNGM_0001_1.csv,"6. Planted with 4, 300 spring fing.  rainbow trout. ",2/67 ,0
MONTCALM_SOUTHWEST_MNGM_0001_1.csv,7. Lake planted with 500 brown  trout yrlg. ,5/67 ,1
MONTCALM_SOUTHWEST_MNGM_0001_1.csv,11. Trout stocking discontinued; pike  population expanding. ,6/70 ,1
CASS_COOK_MNGM_0003_2.csv,19. Trout stocking discontinued. ,8/78 ,1
IRON_GOLDEN_MNGM_0001_4.csv,"13. 2,500 marked 2-yr. old lake trout  planted in 1955. ",11/55 ,1
IRON_GOLDEN_MNGM_0001_4.csv,"14. 3,000 legal brook trout planted  in fall of 1954 and 1955. Good  fishing for brook trout reported  in 1955. ",11/55 ,1
IRON_GOLDEN_MNGM_0001_4.csv,13. No lake trout stocked 1958. ,2/59 ,1
IRON_GOLDEN_MNGM_0001_4.csv,13. No lake trout stocked in 1959 ,1/11/62 ,1
IRON_GOLDEN_MNGM_0001_4.csv,17. 4000legal rainbows stocked fall  of 1961. ,1/11/62 ,1
IRON_GOLDEN_MNGM_0001_4.csv,20. 175 adult lake trout stocked fall 1961 ,,1
MUSKEGON_HALFMOON_MNGM_0003_2.csv,16. Yearling rainbows stocked annually  program successful. ,1978 ,1
LAPEER_WEST_MNGM_0003_1.csv,"3. Restocked as below:  2,160 L.M. bass frige. planted.  500 legal bluegills if if ",9-27-57 ,0
WASHTENAW_SYLVAN_MNGM_0001_2.csv,16. Legal size brook trout stocked  annually 1960-1965. ,9/68 ,1
WASHTENAW_SYLVAN_MNGM_0001_2.csv,17. Fall fing. rainbow trout stocked  Sept. 1965 ,1970 ,1
WASHTENAW_SYLVAN_MNGM_0001_2.csv,19. Special trout pond regulations  rescinded 9/8/67. Trout stocking  program continued. Year-around fishing  pressure has increased. ,,1
KEWEENAW_FANNYHOOE_MNGM_0001_2.csv,"10. 2000 rainbows s(t8. 4"") planted  1/ 10,000 splake(13 5"")  and 20 000 rainbows (15"") planted 5/64; 5000  splake (+3. 1"") planted 10/64 ",11/64 ,1
KEWEENAW_FANNYHOOE_MNGM_0001_2.csv,"12. Revised. 17, 400 rainbows (+3. 9)  planted 8/65, to contribute smolts  for later steelhead returns ",8/65 ,1
KEWEENAW_FANNYHOOE_MNGM_0001_2.csv,"16. Done, rainbows planted 5/24/66 (#  ff splake planted 9/13/66 ",9/66 10/66 ,1
KEWEENAW_FANNYHOOE_MNGM_0001_2.csv,16. (cont) 6000 yr. rainbow (+4. 3) released ,,1
GOGEBIC_EEL_MNGM_0001_1.csv,"6. 165 adult crappies (+7. 0"") planted  9/12-13/67; 5000 1. m. bass (+2. 3""),  r. pelvic clip, planted 11/15/67; 250  muskies (+7.7"") planted 8/23/67 ",12/67 ,1
CHEBOYGAN_WEBER_MNGM_0001_2.csv,12. Planting program discontinued. ,55 ,0
CHEBOYGAN_WEBER_MNGM_0001_2.csv,"14. planted with 2,500 kidney deseased  brook trout 12/'56 ",'57 ,1
CHEBOYGAN_WEBER_MNGM_0001_2.csv,"16. 5,000 sublegal brown planted  10/61. ",12/61 ,1
CHEBOYGAN_WEBER_MNGM_0001_2.csv,17. Planting completed over a period  of 4 years (1962-65) ,1966 ,0
CHEBOYGAN_WEBER_MNGM_0001_2.csv,22. Rainbows stocked 1974 & 1975  sunfish hybrids not stocked. ,2/79 ,1
JACKSON_LIME_MNGM_0001_1.csv," stocked 1939-40,42,  2 Water suitable for trout ",1966 ,1
JACKSON_LIME_MNGM_0001_1.csv,3. Legal size brook and rbow trout  stocked annually 1951-63 ,1953 ,1
BARRY_PLEASANT_MNGM_0001_1.csv,8. Walleyes stocked (see Fish Planted  Card). ,,0
LAKE_IDLEWILD_MNGM_0001_1.csv,"6. Perch not found to be present.  1,000 (3"") perch stocked 9/54.  1,000 (4"") perch stocked 7/55. ",7/55 ,1
LAKE_IDLEWILD_MNGM_0001_1.csv,7. Fish from stocking have survived;  no young observed ,2/57 ,1
MONTMORENCY_AVALON_MNGM_0001_1.csv,8. Annual rainbow planting discontinued  due to poor growth of fish. ,1/7/64 ,1
MONTMORENCY_AVALON_MNGM_0001_1.csv,8. Discontinued planting of lake trout ,,1
MARQUETTE_GRANT_MNGM_0001_1.csv,"4. 350,000 walleye fry stocked in  May, 1969.  4 (Con't)--460,000 - in 1970 and 250,000  in 1971. ",1/70 ,1
MARQUETTE_GRANT_MNGM_0001_1.csv,"5. Management survey indicates survival  1969 and 70 plants but scarcity of  forage species.  4 & 5. (c0n't) Stocked 300,000 fry  in 1972. A11 4 year classes present  August, 1972 ",5/71 ,0
MARQUETTE_GRANT_MNGM_0001_1.csv,"6. Planted 2,100 bluntnose minnows,  and spottail, golden and common  shiners in June 1972. ",9/71 ,0
BARAGA_PARENT_MNGM_0001_2.csv,"14. 700 t. musky 6.3"" released 7/77;  320,000 walleye fry released 5/77. ",10/77 ,1
BARAGA_PARENT_MNGM_0001_2.csv,"14. 700 fall fingerling t. muskies  average 6.4"" released 8/78; 365,000  walleye fry released 5/78. ",12/78 ,1
OGEMAW_HENDERSON_MNGM_0003_1.csv,1. No fish stocked since 1941. ,11/61 ,1
MARQUETTE_ANGELINE_MNGM_0001_2.csv,10. Mapped 2/61. Bows planted 1960-61.  Area 96 acres. ,1/60 ,1
MARQUETTE_ANGELINE_MNGM_0001_2.csv,11. Rainbows planted through 1965.  Netting 1966 shows perch abundant.  golden shiners and other minnows  common. Rainbow condition good. ,2/62 ,1
MARQUETTE_ANGELINE_MNGM_0001_2.csv,"12. Fall fingerling and/or spring  yearlings stocked 1966, 67, 68  & 69. Evaluation netting 7-69  shows competition from perch &  rough k fish. ",9/66 ,1
MARQUETTE_ANGELINE_MNGM_0001_2.csv,"14. Cancelled - see 15 across  15B. FF Tiger muskies stocked 1978,  Lake produced largest tiger in State  in 1979. ",1/70 ,1
MARQUETTE_ANGELINE_MNGM_0001_2.csv,17. TM planted 1982. ,12/81 ,1
HOUGHTON_ROLAND_MNGM_0001_2.csv,12. 5865 (Y) r. bows & 5800 (FF) r.  bows released 1976. R. bow releases  are for interim fishery. ,11/74 ,1
HOUGHTON_ROLAND_MNGM_0001_2.csv,"17. Done: 1200 tiger musky x 11.0""  released 8/3/76. ",10/76 ,1
GENESSE_HOLLOWAY_MNGM_0002_1.csv,2. Musky stocking unsuccessful as no  have been taken by netting nor reported  caught by anglers. ,6/62 ,1
GENESSE_HOLLOWAY_MNGM_0002_1.csv,4. Plants recorded as made (a continuing  record). ,Reservoir ,0
GENESSE_HOLLOWAY_MNGM_0002_1.csv,5. Rainbows stocked after killout  winter & summer providing good  interim fishing. ,11/71 ,1
GENESSE_HOLLOWAY_MNGM_0002_1.csv,6. The eradication evidently was not  numerous young-of-year carp were taken  the summerfollowing killout in the  stocked game fish are making good  growth. ,12/71 ,1
LAPEER_DIPPER_MNGM_0001_1.csv,2. Stocked as recorded. Fish ,71&72 ,0
OSCODA_SECOND_MNGM_0002_1.csv,"1. 1,500 largemouth bass stocked ",1954.0,1
HOUGHTON_ROLAND_MNGM_0001_3.csv,"17. 1200 t. musky X 6.4"" released 7/78. ",12/78 ,1
HOUGHTON_ROLAND_MNGM_0001_3.csv,17.con't. 1200 t.musky 14.8 cm  released 7/80  17 cont'd. 1200 T.Musky re. 8/81 ,10/80 ,1
BARAGA_NONAME_MNGM_0002_1.csv,1. 500 7-9! brown trout stocked ,5-61 ,1
GOGEBIC_TAPS_MNGM_0003_1.csv,"4. 750 sublegal (+5. 4"") planted in 1962 ",10/62 ,1
GOGEBIC_TAPS_MNGM_0003_1.csv,4. (cont) 750 fing. rainbow trout planted in 1963 and 1964. ,1964 ,1
GENESSE_MOTT_MNGM_0001_1.csv,3. A significant number of crappies  game fish transferred.  4-5. Restocking started in 14 days  Plants recorded as made-a continuing  record. ,for ,0
ALLEGAN_GREEN_MNGM_0003_1.csv,1. No warm water fish planted since  1951. Rainbow fingerlings planted  1936 - 1942 inclusive. ,1953 ,1
ALLEGAN_GREEN_MNGM_0003_1.csv,"6. Planted 2,500 (9"") rainbows ",,0
ALLEGAN_GREEN_MNGM_0003_1.csv,"11. 30,000 splake stocked 1-7-65 ",,1
ALLEGAN_GREEN_MNGM_0003_1.csv,"10. 2, 500 stocked, 1957; 500 stocked  1960 ",,1
EMMET_ROUND_MNGM_0001_1.csv,1. Maintenance planting program  initiated in 1957 ,12/58 ,1
KENT_MARJELLA_MNGM_0001_1.csv,"3. Lake stocked with 1,400 rainbow  trout fingerlings ",8/66 ,1
KENT_MARJELLA_MNGM_0001_1.csv,"5. Lake stocked with 1, 400 fall  fing. rainbow. ",9/67 ,1
KENT_MARJELLA_MNGM_0001_1.csv,"7. Lake stocked with 1, 000 brown  trout yearlings. ",6/67 ,1
KENT_MARJELLA_MNGM_0001_1.csv,9. Planted 1000 rainbow trout. ,5/68 ,0
MECOSTA_LAKE28_MNGM_0003_1.csv,4. Shocked with boom shocker 7/68 ,,1
ALGER_HIKE_MNGM_0001_1.csv,"3. Brook trout planted as follows:  1953 - 1,700 (6.6)  1954 - 1,700 (6.8)  1955 - 5,000 (3.25)  1956 - 5,500 (SL) & 990 (L)  Netting and reports in 1953 show  good growth and survival  Perch reported in 1956 and verified  by nets in 1957. ",1953 ,1
ALGER_HIKE_MNGM_0001_1.csv,"4. Planted 1,000 (8.4) in 1957 and  1,500 (8.2) in 1958 Netting in  1959 showed large number of small  perch and few brook troat. ",1953 ,0
ALGER_HIKE_MNGM_0001_1.csv,5. Lake treated with rotenone in  fall of 1959. Planted with ,1959 ,0
CRAWFORD_DOLLAR_MNGM_0001_1.csv,2. Hybrid green sunfish-redear sunfish  cross planted fall 1967. ,4/69 ,1
HOUGHTON_PENEGORE_MNGM_0001_1.csv,"5. 2500 brook trout (+2.9"") planted ",2/65 ,1
HOUGHTON_PENEGORE_MNGM_0001_1.csv,"8. 1,000 brook trout (+1. 5)  released /66  8 (cont) 1, 000 brook trout (+2.00 0)  released 7/67  7 con't. Done 5/21/69; 1968 plant  (x 7.6"" 3.4 oz.) ; 1966 and 1967  plants not evident. ",7/67 ,1
HOUGHTON_PENEGORE_MNGM_0001_1.csv,9. Brook trout released 1969 through  1974. ,trout ,1
CRAWFORD_BIGCREEK_MNGM_0001_1.csv,"2. 1965 planting was walleye fry  and legal brook trout rather than  rainbow, due to uncertain future  of impoundment due to seepage ",12/66 ,1
CRAWFORD_KNEFF_MNGM_0002_1.csv,3. Done--fall 1966 and subsequently  planted with rainbow trout. ,5/69 ,1
CRAWFORD_LONESOME_MNGM_0002_1.csv,"Planted 1,150 bluegills - 3.5"" ",10/53 ,0
KALAMAZOO_THREE_MNGM_0001_1.csv,3. Trout stocking begun in 1975. ,4/75 ,1
LUCE_MUSKELLONGE_MNGM_0004_1.csv,"11. 2,403 FF NMU stocked 80. ",6/24/69 ,1
LUCE_MUSKELLONGE_MNGM_0004_1.csv,"12. 5,950 FF SMB stocked 79 (good  carry over obs. 80) after 79, 80 & 81  netting for BBH and WHS (see N&R form).  YEP fishery improv. noted 81. ave.  size increased from 7-9"" ",1982 ,1
MARQUETTE_SWANZY_MNGM_0003_1.csv,1. Only brook trout planted to date. ,1946 ,1
MARQUETTE_SWANZY_MNGM_0003_1.csv,5. Brook trout planted 1947 thru 1953.  Good catches in early season and  netting indicate good fall pop-  ulation. Perch present. ,1954 ,1
MARQUETTE_SWANZY_MNGM_0003_1.csv,"8. Done, May 1967. Order against  etc., effective until May 1, 1971.  BKT stocked '74-81. ",1961 ,1
HOUGHTON_GERALD_MNGM_0001_2.csv,12. 5145 rainbow (Y) released 6/16/76. ,10/76 ,1
HOUGHTON_GERALD_MNGM_0001_2.csv,15. Introduce tiger muskellunge. ,10/77 ,0
HOUGHTON_GERALD_MNGM_0001_2.csv,"15. 1400 t. musky X 5.5"" released 8/78 ",12/78 ,1
HOUGHTON_GERALD_MNGM_0001_2.csv,17. Cont'd 1000 t. musky 14.8 cm  released 7/80 ,10/80 ,1
IRON_LONG_MNGM_0001_1.csv,"3. Rainbow trout stocked 1958, 25000  (L). Brook Trout stocked 1958,  500 (L). ",2/59 ,1
IRON_LONG_MNGM_0001_1.csv,"3. 1,000 brook and 2,000 rainbow,  legal size, stocked in fall of 1960 ",11/60 ,1
KALKASKA_POTHOLE3_MNGM_0001_1.csv,3. Reclaimed w/rotenone 8/31/71. Re-  stocked w/r'bows & hybrid sunfish.  No evaluation completed. ,3/79 ,1
ALLEGAN_DUMONT_MNGM_0003_1.csv,"1. 4,000 n. pike stocked (fing. ) ",1960 ,1
ALLEGAN_DUMONT_MNGM_0003_1.csv,"2. 2, 500 muskellunge 12! long stocked  in October. ",1965 ,1
CRAWFORD_SHUPAC_MNGM_0003_2.csv,"14. Stocked 1800 legal lake trout  Oct. 19, 1962.  Add: Follow-up indicated little or  survival of either groups. ",10/62 ,0
MARQUETTE_HAWKINS_MNGM_0003_1.csv,2. Brook trout stocked annually  1951 through 1963. ,7/68 ,1
MARQUETTE_HAWKINS_MNGM_0003_1.csv,"3. Planted in 1963, 1964 and 1967.  Survey in 1968 indicated no use,  lowered water level and poor  success from plantings. ",,0
ALGER_ACKERMAN_MNGM_0001_1.csv,3. Lake not treated. Rainbows stocked  in 1945-47. Netting and creel  indicate poor fishing. One overnight  set took 2 rainbows and 4 bgills. ,8/41 ,1
ALGER_ACKERMAN_MNGM_0001_1.csv,8. Dropped from trout list effective  1/1/49. Stocking discontinued ,1949 ,0
ALGER_ACKERMAN_MNGM_0001_1.csv,12. Treated 9/13/66. Planted with  rainbows 6/13 and 6/27/67. No  browns planted. ,3/64 ,0
MARQUETTE_FORESTVILLE_MNGM_0001_1.csv,1. Planted as per #1 recommendation  in 65 only. Other years planted  according to availability of  hatchery product. ,1-70 ,0
MARQUETTE_FORESTVILLE_MNGM_0001_1.csv,5. Stocked 1979. ,1/80 ,0
NEWAYGO_NICHOLS_MNGM_0003_1.csv,2. Brook trout planted by USFWS in  1939 and 1940. Rainbow finger-  lings also by USFWS in 1940. Also  warm water species planted by  State through 1942. ,1/74 ,1
NEWAYGO_NICHOLS_MNGM_0003_1.csv,"9. 800,000 walleye fry planted in  900,000 in '75, ",,1
IRON_SMOKY_MNGM_0001_1.csv,6. Trout planting unsuccessful.  (See item 1) ,,1
ALGER_TRUEMAN_MNGM_0001_2.csv,12. Brook trout planted through 1964 ,8/65 ,1
ALGER_TRUEMAN_MNGM_0001_2.csv,"15. S. F. brook trout planted in 1967,  fall fing. in 1966. Netting 6/68  indicates poor survival from S.  Stocking policy revised by staff ",7/68 ,0
ALGER_TRUEMAN_MNGM_0001_2.csv,17. June fingerlings stocked 1968. ,12/68 ,1
ALGER_TRUEMAN_MNGM_0001_2.csv,"19. Yearling splake planted 1969,70,  71, ",6/72 ,1
ALGER_TRUEMAN_MNGM_0001_2.csv,"22. Spring fglr. planted 1975, 1978  & 1979; fall fglr. stocked 1976. ",11/79 ,1
MARQUETTE_SQUAW_MNGM_0001_1.csv,12. Lake trout and splake planted in  1961 and 62. Fair rainbow catches  and excellent splake catches in  1962. ,1/63 ,1
MARQUETTE_SQUAW_MNGM_0001_1.csv,13. Planted as per 13 across as  available through 1965 ,12/65 ,0
MARQUETTE_SQUAW_MNGM_0001_1.csv,17. Splake planted 1968-69. Rainbows  and S.M. Bass in1969. ,1/70 ,1
SCHOOLCRAFT_INDIAN_MNGM_0004_1.csv,2. No stocking --walleyes observed  spawning & eggs collected. ,1947.0,1
LUCE_BUCKIES_MNGM_0002_1.csv,1. Stocked as recommended in  1963-64 mgt. ,1964.0,0
LUCE_BUCKIES_MNGM_0002_1.csv,"1. Stocked 1000 SL, 400 L 1965;  1000 FF 1966, 400 Y 1967, 1968 ",1968.0,0
KEWEENAW_BAILEY_MNGM_0001_1.csv,"4. 4, , 000 fing. walleyes stocked 1962 ",12/67 ,1
KEWEENAW_BAILEY_MNGM_0001_1.csv,"8. 800 tiger musky 6.8"" released 8/78.R ",10/77 ,1
