'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
62,1,regulation,1006,spring
75,1,eradication,1427,Gill
67,1,eradication,1428,Fish
100,0,,0,
100,0,,0,
46,0,,0,
100,0,,0,
60,1,stocking,2390,and
67,1,eradication,1430,Fish
60,1,regulation,1008,bass
62,1,eradication,1431,seined-
38,0,,0,
100,0,,0,
60,1,stocking,2391,and
57,0,,0,
0,0,,0,
50,1,regulation,1009,mapped
47,0,,0,
55,1,stocking,2392,lake
67,1,eradication,1434,Fish
80,0,,0,
67,1,habitat,875,See
86,1,stocking,2393,planted
93,0,,0,
100,0,,0,
86,1,stocking,2395,planted
86,1,stocking,2396,planted
73,1,stocking,2397,plants
73,1,stocking,2398,plants
62,1,eradication,1436,chem.
67,1,eradication,1437,in
77,1,eradication,1438,Toxic
100,0,,0,
100,0,,0,
100,0,,0,
67,1,eradication,1439,in
67,1,regulation,1010,Seine
100,0,,0,
75,0,,0,
67,1,eradication,1442,Fish
67,1,eradication,1443,seined
86,1,stocking,2402,planted
67,1,eradication,1444,in
57,1,stocking,2403,treated
88,1,stocking,2404,planting
50,1,eradication,1445,"Discontinue,"
0,0,,0,
46,0,,0,
57,1,stocking,2405,trout
100,0,,0,
100,0,,0,
75,0,,0,
50,1,regulation,1012,mapped
67,1,habitat,877,See
100,0,,0,
0,0,,0,
0,0,,0,
100,0,,0,
94,0,,0,
67,1,eradication,1446,in
50,1,regulation,1014,mapped
46,0,,0,
53,1,habitat,878,longer
57,1,habitat,879,fishery
0,0,,0,
67,1,habitat,880,small
62,1,eradication,1447,pond
88,1,stocking,2410,released
88,1,stocking,2411,released
75,1,eradication,1448,gill
86,0,,0,
46,0,,0,
75,1,eradication,1450,gill
62,1,eradication,1451,population
55,1,eradication,1452,analysis.
46,0,,0,
53,1,stocking,2412,Partial
100,0,,0,
100,0,,0,
57,1,stocking,2414,changed
67,1,eradication,1454,posted
86,1,stocking,2415,planted
75,1,eradication,1455,Gill
57,1,stocking,2416,trout
100,0,,0,
100,0,,0,
80,1,stocking,2419,plant
40,0,,0,
100,0,,0,
67,1,eradication,1457,Restored
0,0,,0,
75,1,eradication,1458,This
53,1,habitat,882,longer
100,0,,0,
71,1,eradication,1459,indicate
67,1,eradication,1460,in
100,0,,0,
60,1,regulation,1015,bass
0,0,,0,
50,1,regulation,1016,pike
44,0,,0,
0,0,,0,
50,1,regulation,1017,mapped
80,1,stocking,2421,planted.
100,0,,0,
100,0,,0,
75,1,habitat,884,rock
93,0,,0,
67,1,eradication,1461,in
50,1,regulation,1018,size
100,0,,0,
62,1,habitat,886,Delete
56,1,stocking,2425,conducted
57,1,stocking,2426,treated
100,0,,0,
75,1,eradication,1462,gill
75,1,eradication,1463,gill
75,1,eradication,1464,Gill
43,0,,0,
100,0,,0,
60,1,stocking,2429,constructed
50,1,eradication,1465,northern
100,0,,0,
53,1,stocking,2431,Partial
50,1,regulation,1019,Netted
63,1,eradication,1466,Chemistry
93,0,,0,
100,0,,0,
100,0,,0,
75,1,eradication,1467,Gill
57,1,habitat,888,Delete.
67,1,habitat,889,as
0,0,,0,
75,1,habitat,890,installed
67,1,stocking,2434,netting
50,1,regulation,1020,Mapped
75,1,eradication,1468,gill
100,0,,0,
56,0,,0,
57,1,stocking,2436,to
0,0,,0,
67,1,habitat,891,Bass
0,0,,0,
69,1,regulation,1021,electrofishing
60,0,,0,
67,1,eradication,1471,indicates
61,1,habitat,892,Trap-netting
43,0,,0,
57,1,regulation,1022,the
75,0,,0,
67,1,stocking,2437,leted
74,1,stocking,2438,transferred
74,1,stocking,2439,transferred
75,1,eradication,1472,Gill
73,1,habitat,893,creel
100,0,,0,
60,1,stocking,2441,and
67,1,regulation,1024,Demonstration
100,0,,0,
67,0,,0,
67,0,,0,
60,1,stocking,2442,and
100,0,,0,
100,0,,0,
100,0,,0,
67,1,eradication,1474,indicated
100,0,,0,
67,1,stocking,2444,slowing
71,1,stocking,2445,shocker
100,0,,0,
88,0,,0,
60,1,stocking,2447,and
86,1,stocking,2448,planted
86,1,stocking,2449,planted
88,1,stocking,2450,released
57,1,stocking,2451,trout
57,1,stocking,2452,trout
88,1,stocking,2453,released
88,1,stocking,2454,released
67,1,eradication,1477,indicates
50,1,regulation,1027,mapped
67,1,habitat,897,rel
44,0,,0,
67,1,habitat,898,shiners
89,0,,0,
88,0,,0,
86,0,,0,
53,1,eradication,1480,Small
67,0,,0,
33,0,,0,
46,0,,0,
86,0,,0,
80,0,,0,
67,1,eradication,1484,Fish
50,1,regulation,1028,mapped
50,1,regulation,1029,mapped
57,1,habitat,899,present.
67,1,stocking,2456,netting
100,0,,0,
100,0,,0,
67,1,habitat,900,See
50,1,regulation,1030,mapped
43,0,,0,
67,1,habitat,901,rel
53,1,stocking,2459,Partial
100,0,,0,
67,1,eradication,1485,Fish
100,0,,0,
60,1,eradication,1486,half
70,0,,0,
67,1,habitat,903,shiners
73,1,habitat,904,creel
86,0,,0,
53,1,regulation,1032,Completed
86,1,stocking,2461,planted
86,1,stocking,2462,planted
86,1,stocking,2463,planted
71,1,stocking,2464,planter
86,1,stocking,2465,planted
86,1,stocking,2466,planted
67,1,habitat,905,See
71,1,stocking,2467,produced
67,1,stocking,2468,balanced
86,1,stocking,2469,planted
86,1,stocking,2470,planted
67,1,eradication,1488,indicates
50,1,regulation,1033,mapped
67,1,stocking,2471,balanced
67,1,eradication,1489,in
86,0,,0,
57,1,habitat,907,Surveyed
50,1,regulation,1034,mapped
100,0,,0,
75,1,eradication,1490,will
86,0,,0,
100,0,,0,
62,1,eradication,1492,Imposed
86,0,,0,
67,1,eradication,1494,in
50,1,habitat,910,
62,1,stocking,2472,netted
67,1,eradication,1495,in
59,1,eradication,1496,plished.
93,0,,0,
100,0,,0,
71,1,habitat,913,installed.
100,0,,0,
59,1,habitat,914,Netting
67,1,regulation,1036,spawning
100,0,,0,
60,1,stocking,2473,and
57,1,habitat,916,Surveyed
67,1,regulation,1037,census
86,1,stocking,2474,planted
93,0,,0,
0,0,,0,
0,0,,0,
36,0,,0,
71,1,stocking,2475,Shocker
75,1,eradication,1497,Gill
100,0,,0,
67,1,eradication,1499,in
89,0,,0,
86,1,stocking,2476,planted
86,1,stocking,2477,planted
86,1,stocking,2478,planted
86,1,stocking,2479,planted
57,1,stocking,2480,trout
83,0,,0,
86,1,stocking,2481,planted
50,1,regulation,1039,Mapped
74,1,stocking,2482,transferred
44,0,,0,
100,0,,0,
50,1,regulation,1040,Netted
73,0,,0,
67,1,habitat,918,as
0,0,,0,
86,0,,0,
93,0,,0,
75,1,eradication,1503,Gill
46,0,,0,
50,1,regulation,1041,Mapped
60,1,stocking,2485,and
67,1,habitat,919,See
53,1,regulation,1042,Completed
53,1,regulation,1043,Completed
100,0,,0,
84,1,stocking,2487,introduced
100,0,,0,
100,0,,0,
100,0,,0,
53,1,habitat,920,studies
67,1,habitat,921,See
62,1,stocking,2491,netted
50,1,regulation,1044,mapped
67,1,eradication,1504,in
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
86,1,stocking,2492,planted
88,1,stocking,2493,released
88,1,stocking,2494,released
57,1,habitat,922,rbw
100,0,,0,
50,1,regulation,1045,mapped
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
67,1,habitat,923,See
88,1,stocking,2501,planting
100,0,,0,
67,1,eradication,1505,in
67,1,stocking,2503,netting
94,0,,0,
86,1,stocking,2504,planted
73,1,stocking,2505,plants
100,0,,0,
100,0,,0,
67,1,stocking,2508,netting
73,1,stocking,2509,plant.
67,1,eradication,1507,indicates
73,1,stocking,2510,land
100,0,,0,
100,0,,0,
86,1,stocking,2512,planted
86,1,stocking,2513,planted
94,0,,0,
100,0,,0,
86,1,stocking,2515,planted
100,0,,0,
100,0,,0,
88,1,stocking,2516,planting
67,1,stocking,2517,took
88,1,stocking,2518,Releases
88,0,,0,
88,1,stocking,2519,released
88,1,stocking,2520,released
82,1,stocking,2521,released.
100,0,,0,
50,1,eradication,1509,northern
60,1,regulation,1049,winter
60,1,regulation,1050,bass
100,0,,0,
59,1,habitat,925,Netting
59,1,eradication,1510,chemistry
100,0,,0,
84,1,stocking,2525,introduced
70,1,regulation,1051,reproduction
53,1,habitat,926,excellent
53,1,stocking,2526,trout.
100,0,,0,
86,0,,0,
86,1,stocking,2528,planted
100,0,,0,
100,0,,0,
88,1,stocking,2531,released
57,1,stocking,2532,trout
46,0,,0,
57,1,stocking,2533,trout
88,1,stocking,2534,released
67,1,habitat,927,assn
86,1,stocking,2535,planted
60,1,stocking,2536,and
50,1,regulation,1052,Mapped
86,1,stocking,2537,planted
100,0,,0,
67,1,eradication,1512,Fish
71,1,regulation,1053,declining.
84,1,stocking,2538,introduced
67,1,habitat,929,See
100,0,,0,
53,1,eradication,1514,approved
0,0,,0,
67,1,eradication,1515,indicates
63,0,,0,
50,1,regulation,1055,mapped
100,0,,0,
100,0,,0,
67,1,eradication,1516,in
100,0,,0,
67,1,eradication,1517,improved
57,1,stocking,2541,started
100,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
53,1,habitat,930,"Surveyed,"
47,0,,0,
57,1,stocking,2544,tackle;
100,0,,0,
75,1,eradication,1518,Gill
67,1,stocking,2546,lands
94,0,,0,
93,0,,0,
100,0,,0,
53,1,stocking,2548,treated.
70,1,stocking,2549,transferred.
71,1,eradication,1519,Revised
50,1,regulation,1058,mapped
46,0,,0,
88,1,stocking,2550,released
80,1,eradication,1520,move
50,1,regulation,1059,pike
67,1,eradication,1521,removal
60,1,eradication,1522,than
71,1,stocking,2551,decreased
67,1,habitat,932,rel
67,1,habitat,933,rel
100,0,,0,
67,1,eradication,1523,in
50,1,regulation,1060,mapped
62,1,habitat,935,Long
100,0,,0,
77,1,regulation,1062,skiing
67,1,habitat,936,small
0,0,,0,
86,0,,0,
100,0,,0,
67,1,eradication,1525,in
67,1,eradication,1526,Revised.
86,1,stocking,2553,planted
60,1,stocking,2554,and
0,0,,0,
75,1,eradication,1527,This
67,1,habitat,937,See
62,1,eradication,1528,Chem.
100,0,,0,
67,1,eradication,1530,in
100,0,,0,
55,1,regulation,1063,"bass,"
55,1,eradication,1531,-poor
100,0,,0,
100,0,,0,
75,1,habitat,938,installed
46,0,,0,
46,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
60,1,stocking,2560,and
100,0,,0,
57,1,stocking,2562,to
59,1,stocking,2563,Products
75,0,,0,
90,0,,0,
0,0,,0,
67,1,habitat,940,See
100,0,,0,
73,1,stocking,2565,plants
71,1,eradication,1536,Revised
57,1,stocking,2566,So
67,1,eradication,1537,indicates
86,1,stocking,2567,planted
67,1,stocking,2568,netting
86,1,stocking,2569,planted
100,0,,0,
67,1,eradication,1538,in
100,0,,0,
100,0,,0,
53,1,regulation,1066,Completed
53,1,regulation,1067,Completed
57,1,stocking,2572,trout
60,1,regulation,1068,winter
67,1,eradication,1539,in
67,1,habitat,941,See
50,1,habitat,942,
100,0,,0,
100,0,,0,
50,1,regulation,1069,Mapped
59,1,regulation,1070,collections
75,1,eradication,1540,gill
94,0,,0,
67,1,regulation,1071,State
89,0,,0,
0,0,,0,
94,0,,0,
100,0,,0,
75,1,eradication,1542,gill
75,1,eradication,1543,Gill
100,0,,0,
100,0,,0,
80,1,habitat,944,marsh
80,1,habitat,945,marsh
93,0,,0,
93,0,,0,
94,0,,0,
100,0,,0,
55,1,habitat,948,(see
55,1,eradication,1544,Remap
67,1,habitat,949,See
53,1,regulation,1072,Completed
100,0,,0,
57,1,eradication,1545,Discontinued.
59,1,eradication,1546,recovered.
100,0,,0,
67,1,habitat,950,rb
36,0,,0,
67,1,regulation,1073,rejection.
53,1,habitat,951,treatment
100,0,,0,
62,1,stocking,2584,showed
86,0,,0,
100,0,,0,
100,0,,0,
82,1,stocking,2587,released.
0,0,,0,
89,0,,0,
71,1,regulation,1074,setting
67,1,regulation,1075,census
67,1,eradication,1550,in
67,1,regulation,1076,taint
75,0,,0,
50,1,regulation,1078,mapped
67,1,habitat,952,See
71,1,eradication,1551,Revised
57,1,stocking,2589,So
100,0,,0,
62,1,eradication,1552,population
67,1,stocking,2591,boomshocked
73,1,stocking,2592,plants
59,1,habitat,953,Netting
67,1,eradication,1553,indicated
53,1,stocking,2593,Partial
67,1,habitat,954,See
50,1,regulation,1079,Netted
69,1,regulation,1080,electrofishing
100,0,,0,
93,0,,0,
67,1,habitat,955,small
84,1,stocking,2596,introduced
75,1,stocking,2597,produce
59,1,eradication,1554,population.
67,1,regulation,1081,quite
0,0,,0,
63,1,eradication,1555,prohibited
86,1,stocking,2598,leased
100,0,,0,
100,0,,0,
75,1,eradication,1557,Gill
100,0,,0,
86,1,stocking,2601,planted
75,0,,0,
62,1,eradication,1558,population
50,1,regulation,1083,Mapped
53,1,regulation,1084,completed
67,1,regulation,1085,at
0,0,,0,
62,1,habitat,956,Delete
46,0,,0,
100,0,,0,
0,0,,0,
46,0,,0,
0,0,,0,
46,0,,0,
86,1,stocking,2602,planted
100,0,,0,
75,1,eradication,1560,Gill
53,1,stocking,2603,Partial
69,1,regulation,1087,Electrofishing
80,0,,0,
50,1,regulation,1088,Completed.
100,0,,0,
67,1,eradication,1561,indicates
100,0,,0,
67,1,eradication,1562,in
86,1,stocking,2607,shocked
67,1,habitat,957,See
100,0,,0,
86,1,stocking,2608,planted
100,0,,0,
100,0,,0,
69,1,regulation,1089,Electrofishing
75,1,eradication,1564,Gill
50,1,regulation,1090,completed.
100,0,,0,
67,1,eradication,1565,indicates
46,0,,0,
100,0,,0,
71,1,stocking,2613,taking
71,1,stocking,2614,producer
57,1,regulation,1091,the
50,1,stocking,2615,Contour
56,1,stocking,2616,Connecting
75,1,regulation,1092,beginning
75,1,regulation,1093,beginning
53,1,stocking,2617,conducted.
91,0,,0,
80,1,habitat,958,marsh
71,1,stocking,2619,produced
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
53,1,regulation,1094,Completed
0,0,,0,
50,1,regulation,1095,pike
56,1,eradication,1567,Estimated
100,0,,0,
0,0,,0,
100,0,,0,
0,0,,0,
86,1,stocking,2621,planted
74,1,stocking,2622,transferred
86,1,stocking,2623,planted
67,1,eradication,1568,in
46,0,,0,
67,1,eradication,1569,in
86,0,,0,
84,1,stocking,2624,introduced
64,1,regulation,1096,fishing
67,1,eradication,1571,Pond
67,1,eradication,1572,Pond
67,1,eradication,1573,Pond
70,1,habitat,960,rehabilitated
100,0,,0,
50,1,habitat,961,Survey
100,0,,0,
86,1,stocking,2627,planted
67,1,eradication,1574,Pond
95,0,,0,
100,0,,0,
93,0,,0,
93,0,,0,
62,1,eradication,1576,private
62,1,eradication,1577,private
67,1,eradication,1578,in
100,0,,0,
86,1,stocking,2632,planted
93,0,,0,
64,1,regulation,1097,fishing
67,1,eradication,1579,in
73,1,stocking,2633,plants
100,0,,0,
50,1,stocking,2635,growing.
60,1,stocking,2636,and
86,1,stocking,2637,planted
86,1,stocking,2638,planted
86,1,stocking,2639,planted
88,1,stocking,2640,released
88,1,stocking,2641,released
57,1,stocking,2642,trout
88,1,stocking,2643,released
59,1,stocking,2644,steelhead
88,1,stocking,2645,released
67,1,eradication,1580,"gill,"
62,1,eradication,1581,Private
100,0,,0,
57,1,stocking,2647,trout
67,1,eradication,1582,indicates
86,1,stocking,2648,planted
82,1,stocking,2649,plantings
50,1,regulation,1098,mapped
100,0,,0,
86,1,stocking,2650,planted
63,1,eradication,1584,prohibited
89,0,,0,
86,1,stocking,2651,planted
75,1,eradication,1586,Gill
75,1,eradication,1587,Gill
75,1,eradication,1588,Gill
67,1,eradication,1589,indicated
100,0,,0,
67,1,eradication,1590,in
75,1,eradication,1591,Gill
92,0,,0,
0,0,,0,
75,0,,0,
100,0,,0,
53,1,habitat,963,"Surveyed,"
56,1,stocking,2654,conducted
71,1,habitat,964,Fishing
89,0,,0,
67,1,eradication,1592,in
88,1,stocking,2656,released
0,0,,0,
67,1,eradication,1593,in
0,0,,0,
88,1,stocking,2657,planting
80,1,stocking,2658,established
0,0,,0,
46,0,,0,
64,1,habitat,965,management
67,1,habitat,966,See
100,0,,0,
100,0,,0,
50,1,regulation,1102,mapped
100,0,,0,
100,0,,0,
86,1,stocking,2660,planted
86,1,stocking,2661,planted
100,0,,0,
55,1,habitat,967,(see
100,0,,0,
74,1,stocking,2663,transferred
40,0,,0,
100,0,,0,
80,1,stocking,2665,plant
0,0,,0,
100,0,,0,
55,1,stocking,2667,some
86,1,stocking,2668,planted
67,1,eradication,1596,in
67,1,eradication,1597,in
0,0,,0,
67,1,regulation,1103,spawning
62,1,regulation,1104,spring
88,1,stocking,2669,planting
100,0,,0,
86,1,stocking,2671,planted
67,1,eradication,1598,series
0,0,,0,
86,1,stocking,2672,planted
93,0,,0,
67,1,eradication,1599,in
67,1,eradication,1600,in
53,1,regulation,1105,completed
100,0,,0,
86,1,stocking,2674,planted
86,1,stocking,2675,planted
86,1,stocking,2676,planted
86,1,stocking,2677,planted
67,1,eradication,1601,in
53,1,regulation,1106,Completed
73,1,habitat,970,creek
67,1,regulation,1107,at
88,1,stocking,2678,released
88,1,stocking,2679,released
57,1,stocking,2680,trout
33,0,,0,
67,1,eradication,1602,in
62,1,regulation,1108,catches
88,1,stocking,2681,released
88,1,stocking,2682,released
50,0,,0,
57,1,stocking,2683,trout
88,1,stocking,2684,released
0,0,,0,
67,1,eradication,1604,in
53,1,stocking,2685,"suckers,"
80,0,,0,
86,0,,0,
80,0,,0,
53,1,eradication,1608,approved
53,1,eradication,1609,approved
50,1,regulation,1109,mapped
50,1,regulation,1110,Happed
75,0,,0,
67,1,eradication,1611,in
86,1,stocking,2686,planted
100,0,,0,
100,0,,0,
0,0,,0,
50,1,regulation,1112,Mapped
75,1,eradication,1613,will
100,0,,0,
50,1,regulation,1114,Mapped
100,0,,0,
100,0,,0,
73,1,stocking,2688,plant.
67,1,eradication,1614,in
67,1,eradication,1615,in
67,1,stocking,2689,netting
67,1,eradication,1616,Fish
62,1,eradication,1617,private
62,1,eradication,1618,private
62,1,eradication,1619,private
62,1,eradication,1620,private
0,0,,0,
50,1,regulation,1116,mapped
100,0,,0,
0,0,,0,
53,1,stocking,2690,Panfish
60,1,eradication,1621,poor
71,1,regulation,1118,success.
89,0,,0,
0,0,,0,
67,1,stocking,2692,looking
60,1,eradication,1622,more
57,1,stocking,2693,trout
46,0,,0,
50,1,eradication,1623,Karl
100,0,,0,
92,0,,0,
67,1,eradication,1624,in
57,1,regulation,1121,Rescinded.
63,1,eradication,1625,terminated
67,1,regulation,1122,findings
86,1,habitat,971,filling
67,1,habitat,972,See
57,1,stocking,2694,trout
67,1,stocking,2695,soliciting
92,0,,0,
67,1,eradication,1626,in
80,1,stocking,2696,established
100,0,,0,
64,1,regulation,1124,fishing
67,1,habitat,973,Designation
60,1,eradication,1627,poor
94,0,,0,
71,1,habitat,974,Management
77,1,regulation,1125,success
86,0,,0,
73,1,habitat,975,green
100,0,,0,
67,1,eradication,1630,indicates
67,1,eradication,1631,in
67,1,eradication,1632,in
67,1,eradication,1633,in
67,1,eradication,1634,Remapped
100,0,,0,
62,1,regulation,1126,spring
67,1,regulation,1127,at
50,1,regulation,1128,mapped
67,1,stocking,2700,Deleted
62,1,stocking,2701,Deleted.
55,1,regulation,1129,bass.
67,1,eradication,1635,Pond
67,1,eradication,1636,Fish
80,1,stocking,2702,planted:
94,0,,0,
53,1,stocking,2703,trout:
100,0,,0,
100,0,,0,
67,1,eradication,1639,Pond
50,1,regulation,1130,Netted
100,0,,0,
100,0,,0,
53,1,regulation,1131,completed
53,1,eradication,1641,reported
86,1,stocking,2706,leased
67,1,habitat,976,small
88,1,stocking,2707,released
62,1,stocking,2708,Deleted.
86,0,,0,
86,0,,0,
67,1,regulation,1132,at
67,0,,0,
62,1,regulation,1133,successful
67,1,regulation,1134,seine
64,1,eradication,1645,annually.
67,1,eradication,1646,none
67,1,eradication,1647,in
71,1,stocking,2709,taking
100,0,,0,
67,1,habitat,977,See
100,0,,0,
62,1,eradication,1648,population
0,0,,0,
53,1,eradication,1649,approved
53,1,eradication,1650,approved
50,1,regulation,1135,mapped
67,1,eradication,1651,series
60,1,stocking,2711,and
73,1,habitat,979,basins
67,1,eradication,1652,Fish
67,1,eradication,1653,in
60,1,stocking,2712,and
67,1,eradication,1654,"gill,"
67,1,regulation,1136,at
67,0,,0,
46,0,,0,
67,1,stocking,2713,balanced
77,1,stocking,2714,Placed
100,0,,0,
100,0,,0,
93,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
86,0,,0,
100,0,,0,
57,1,habitat,980,Delete.
57,1,stocking,2721,started
100,0,,0,
50,1,regulation,1138,Mapped
100,0,,0,
60,1,eradication,1658,Poor
46,0,,0,
67,1,stocking,2724,noted
93,0,,0,
100,0,,0,
100,0,,0,
75,1,eradication,1659,Gill
100,0,,0,
60,1,stocking,2728,and
67,1,stocking,2729,balanced
60,1,regulation,1139,bass
50,1,regulation,1140,mapped
93,0,,0,
73,1,stocking,2731,plants
80,1,stocking,2732,planted.
57,1,stocking,2733,treated
100,0,,0,
77,1,regulation,1141,success
86,1,stocking,2735,planted
53,1,stocking,2736,Partial
60,1,regulation,1142,bass
67,1,eradication,1661,in
62,1,eradication,1662,owned
0,0,,0,
100,0,,0,
13,0,,0,
50,1,regulation,1144,Mapped
50,1,regulation,1145,Netted
100,0,,0,
88,0,,0,
100,0,,0,
100,0,,0,
60,1,stocking,2739,and
60,1,regulation,1147,bass
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,2742,planted
55,1,stocking,2743,lake
100,0,,0,
82,1,stocking,2745,planting.
100,0,,0,
60,1,eradication,1665,Poor
53,1,eradication,1666,approved
46,0,,0,
75,1,habitat,982,rock
46,0,,0,
100,0,,0,
0,0,,0,
62,1,habitat,983,seeds
56,1,eradication,1667,populations.
100,0,,0,
60,1,regulation,1151,bass
50,1,regulation,1152,mapped
75,1,eradication,1668,Gill
67,1,habitat,984,small
53,1,regulation,1153,Completed
60,1,stocking,2748,and
57,1,habitat,985,was
57,1,stocking,2749,to
86,1,stocking,2750,planted
100,0,,0,
73,1,eradication,1669,Kilpela
100,0,,0,
100,0,,0,
100,0,,0,
57,1,stocking,2752,trout
100,0,,0,
100,0,,0,
75,1,eradication,1672,Gill
92,0,,0,
100,0,,0,
62,1,stocking,2755,Deleted.
86,0,,0,
100,0,,0,
86,1,stocking,2757,planted
0,0,,0,
0,0,,0,
62,1,eradication,1674,population
0,0,,0,
75,0,,0,
67,1,eradication,1675,in
67,1,eradication,1676,indicates
53,1,regulation,1159,Completed
86,1,stocking,2758,planted
67,1,regulation,1160,spawning
80,1,habitat,986,March
86,1,stocking,2759,planted
86,1,stocking,2760,planted
88,1,stocking,2761,planting
86,1,stocking,2762,planted
46,0,,0,
0,0,,0,
62,1,eradication,1677,seined.
50,1,regulation,1161,mapped
62,1,eradication,1678,rate
67,1,eradication,1679,in
67,1,eradication,1680,in
57,1,stocking,2763,to
100,0,,0,
67,1,eradication,1682,in
67,1,eradication,1683,in
100,0,,0,
43,0,,0,
100,0,,0,
75,1,eradication,1684,gill
100,0,,0,
86,1,stocking,2766,planted
0,0,,0,
67,1,eradication,1685,still
50,1,habitat,987,rainbows
88,1,stocking,2767,planting
80,1,stocking,2768,"introduced,"
80,1,stocking,2769,"planted,"
100,0,,0,
67,1,eradication,1686,in
67,1,eradication,1687,in
63,1,eradication,1688,Commission
100,0,,0,
64,1,habitat,989,management
86,1,stocking,2771,planted
86,1,stocking,2772,planted
86,1,stocking,2773,planted
60,1,eradication,1689,Poor
86,1,stocking,2774,planted
62,1,eradication,1690,population
57,1,stocking,2775,"netted,"
67,1,eradication,1691,Fish
60,1,regulation,1163,winter
53,1,regulation,1164,completed
71,1,habitat,990,Management
86,1,stocking,2776,planted
33,0,,0,
100,0,,0,
80,1,stocking,2777,"planted,"
33,0,,0,
62,1,eradication,1693,chem.
100,0,,0,
93,0,,0,
88,1,stocking,2780,shocking
50,1,habitat,991,Survey
50,1,regulation,1165,Completed.
67,1,eradication,1694,Thick
67,1,habitat,992,See
86,1,stocking,2781,planted
86,1,stocking,2782,planted
67,0,,0,
60,1,habitat,993,since
100,0,,0,
60,1,stocking,2784,and
86,0,,0,
46,0,,0,
60,1,stocking,2786,and
46,0,,0,
57,1,stocking,2787,Results
0,0,,0,
100,0,,0,
56,1,eradication,1696,Continued.
56,1,habitat,994,fingerlings
57,1,eradication,1697,rates
50,1,regulation,1166,Mapped
88,1,stocking,2789,released
100,0,,0,
67,1,habitat,995,rel
76,1,regulation,1167,restricted
67,1,eradication,1698,seined
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
73,1,regulation,1170,pseed
100,0,,0,
100,0,,0,
67,1,eradication,1703,in
75,0,,0,
100,0,,0,
59,1,eradication,1704,population.
47,0,,0,
80,0,,0,
67,1,habitat,996,regulations
67,0,,0,
100,0,,0,
60,1,habitat,997,crew
67,1,eradication,1707,Fish
55,1,habitat,998,(see
67,1,regulation,1173,Investigation
100,0,,0,
67,1,eradication,1708,Fish
50,1,eradication,1709,inv.
100,0,,0,
93,0,,0,
100,0,,0,
67,1,regulation,1174,Seined
50,1,habitat,1001,Cancel
100,0,,0,
100,0,,0,
73,1,stocking,2797,plant;
67,1,habitat,1002,rehabilitation
62,1,stocking,2798,evaluated
53,1,stocking,2799,Partial
86,1,stocking,2800,planted
100,0,,0,
100,0,,0,
50,1,habitat,1003,Katmo
100,0,,0,
50,1,regulation,1175,Mapped
50,1,regulation,1176,mapped
60,1,habitat,1004,see
62,1,eradication,1710,chem.
100,0,,0,
100,0,,0,
86,1,stocking,2805,planted
40,0,,0,
86,1,stocking,2806,planted
80,1,stocking,2807,planted.
53,1,habitat,1005,Surveyed;
100,0,,0,
43,0,,0,
57,1,eradication,1712,analysis
67,1,eradication,1713,indicated
86,0,,0,
67,1,regulation,1178,at
67,1,regulation,1179,at
100,0,,0,
100,0,,0,
76,1,stocking,2809,"established,"
86,1,stocking,2810,planted
71,1,stocking,2811,shocker
67,1,habitat,1006,See
67,1,eradication,1716,indicates
0,0,,0,
46,0,,0,
67,1,eradication,1717,in
73,1,regulation,1180,Babbitt
60,1,stocking,2812,and
67,1,stocking,2813,lations
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
67,1,eradication,1718,series
57,1,stocking,2814,trout
86,1,stocking,2815,planted
75,1,habitat,1007,rock
62,1,stocking,2816,Declared
86,0,,0,
67,1,stocking,2818,netting
0,0,,0,
67,1,eradication,1719,indicates
50,1,regulation,1181,mapped
59,1,habitat,1008,Netting
53,1,regulation,1182,completed
86,1,stocking,2819,planted
86,1,stocking,2820,planted
0,0,,0,
0,0,,0,
67,1,regulation,1183,at
100,0,,0,
46,0,,0,
88,1,stocking,2821,released
80,1,stocking,2822,plant
46,0,,0,
88,1,stocking,2823,released
60,1,habitat,1009,rel.
67,1,habitat,1010,rel
100,0,,0,
0,0,,0,
73,1,stocking,2825,plants
43,0,,0,
46,0,,0,
88,1,stocking,2826,released
0,0,,0,
75,1,eradication,1721,This
88,1,stocking,2827,planting
100,0,,0,
80,1,stocking,2829,plant
100,0,,0,
100,0,,0,
94,0,,0,
0,0,,0,
0,0,,0,
46,0,,0,
67,1,habitat,1011,Bass
86,1,stocking,2831,planted
62,1,stocking,2832,netted
93,0,,0,
100,0,,0,
83,1,habitat,1012,screen
75,1,eradication,1724,Gill
